epoch,epoch_seconds,test_relative_l2,train_relative_l2
1,54.69553596526384,0.4103198683261871,0.4196109354496002
2,54.06707080453634,0.3932679748535156,0.39858437347412107
3,55.97651221603155,0.38600973844528197,0.38552891755104063
4,54.07505799084902,0.36741588950157167,0.3732933106422424
5,54.02573100104928,0.3596478092670441,0.3603716938495636
6,54.000775787979364,0.3569700336456299,0.3557356567382812
7,54.022715378552675,0.34426952481269835,0.3465997653007507
8,54.17450037226081,0.32839161038398745,0.3336969971656799
9,53.80489310622215,0.31253358721733093,0.31860501718521117
10,53.947992231696844,0.2961741495132446,0.30123333978652955
11,53.88800589740276,0.2780911993980408,0.2876642298698425
12,54.01101556420326,0.2533330583572388,0.26612802815437314
13,54.17869037389755,0.2333640092611313,0.23959650146961212
14,54.09443750604987,0.19910029709339142,0.21322567427158357
15,54.12123688682914,0.18487635731697083,0.19322697818279266
16,53.808592580258846,0.16820961236953735,0.1744969325065613
17,54.00830712541938,0.14767034590244293,0.16135944449901582
18,53.86183958500624,0.17388461232185365,0.14855062413215636
19,54.17221410572529,0.13339386522769928,0.14022466790676116
20,53.839028645306826,0.12952318012714387,0.13634979885816573
21,53.620738476514816,0.12426624804735184,0.1280583815574646
22,28.790138226002455,0.12008506268262863,0.1260474132299423
23,29.233639929443598,0.11709296405315399,0.11585671466588975
24,28.952155642211437,0.12808536142110824,0.1107601375579834
25,28.534844771027565,0.100699402987957,0.10940217590332031
26,50.66986384242773,0.12857178062200547,0.10357775336503983
27,53.179592825472355,0.12016483813524247,0.10686820316314698
28,53.042729679495096,0.0897324624657631,0.1014025474190712
29,53.56675589829683,0.09169834464788437,0.0935945002436638
30,53.30020197480917,0.09854987889528274,0.09304006570577622
31,53.40847412496805,0.09008357286453247,0.08227838063240052
32,53.578364692628384,0.08131558716297149,0.08799126261472702
33,53.27622884884477,0.09267653167247772,0.0893929733633995
34,53.17304717749357,0.08572065562009812,0.09298289465904236
35,53.11737475544214,0.08311006397008897,0.08622600221633911
36,53.08729128167033,0.07492434531450272,0.08243555319309234
37,52.89483219757676,0.07452749699354172,0.07806042137742042
38,53.112902227789164,0.08091468036174775,0.07668535712361335
39,52.96613052114844,0.08169637024402618,0.07474207478761673
40,53.30303416401148,0.06649982199072837,0.07398253130912781
41,53.404926382005215,0.07438814997673035,0.07421540313959121
42,53.03575141355395,0.06911409556865693,0.07717392346262932
43,53.56759960204363,0.07591309547424316,0.07151325690746307
44,53.30665832012892,0.06849354058504105,0.0706081303358078
45,53.05052348226309,0.06051405251026153,0.06789720270037651
46,53.31081098690629,0.06992886140942574,0.06560794332623482
47,53.19559996202588,0.069515340924263,0.06470185500383377
