derivative_loss,epoch,epoch_seconds,test_relative_l2,train_relative_l2
1.4497090674792312,1,16.023057386279106,0.22563666527967985,0.2550153521393719
1.138772396356812,2,15.054594960063696,0.20805424998604719,0.21264323165422194
0.9939565950599334,3,15.391498524695635,0.13249757865480224,0.1766856262912483
0.7776898684860705,4,14.8517029248178,0.12236636419618332,0.13331307205298903
0.7430991742351909,5,14.795893922448158,0.11182372740018261,0.1242433405817214
0.7097913209105053,6,14.863549116998911,0.12914269830130212,0.11981025473579876
0.687242164433219,7,14.684432651847601,0.10714597357111032,0.11329732545760991
0.6556974203567267,8,14.908387050032616,0.10795568594607766,0.10561007240088682
0.6163806341393737,9,15.12939127534628,0.0943102764129458,0.09787773114976613
0.591911709960656,10,14.715886168181896,0.08656102431768244,0.09424830686727831
0.5734521017460419,11,14.760741107165813,0.10171981505831773,0.08966869970278407
0.5904672133337894,12,14.776398852467537,0.08989675290111551,0.09166829789961548
0.574253568096423,13,14.919701017439365,0.0844697676827227,0.08813428967853473
0.5667509561264078,14,14.5126385204494,0.08510354686644896,0.08558976219730795
0.5481071921095757,15,14.646823108196259,0.07846173798604653,0.08300063580560485
0.5438400908823348,16,15.098985340446234,0.09643833415193342,0.08211852682293379
0.5405916787002236,17,14.80577714368701,0.08536484922347326,0.08051646386800626
0.5416481257264862,18,15.177697353065014,0.09045130936346661,0.08032405636484197
0.5411220053001566,19,14.749012745916843,0.07744836743236945,0.07848392962492276
0.5181613441925018,20,14.891299955546856,0.07585158823303349,0.07678547648836628
0.5093078500426347,21,14.528538394719362,0.07548360227692173,0.07476202609362079
0.4979211885653786,22,14.898889541625977,0.07850646946405176,0.07277153336966427
0.4833347627223207,23,15.117341067641973,0.07209198609761276,0.07160137882491187
0.48202516442541166,24,14.811078436672688,0.07124241527155736,0.07195386942373909
0.4648855963195229,25,14.733698133379221,0.07133605996197047,0.06831553654687095
0.4482759416229169,26,14.710808031260967,0.059847230705422486,0.06699194459765244
0.4542825882682212,27,10.095923062413931,0.06196815435209093,0.06846864091899615
0.42335600719511246,28,14.626690696924925,0.06088160153710856,0.0646590011375443
0.4280530011613743,29,14.675568412989378,0.08343349816981012,0.0628581786760732
0.40847537783006116,30,14.583377659320831,0.054582589225760335,0.06174692242319231
0.4028520348824949,31,14.729130450636148,0.06224201713157591,0.060439616425032566
0.38581573264825963,32,14.51677855476737,0.05965651305766261,0.05767077244177053
0.3948098957238799,33,14.759794097393751,0.06487762574473005,0.059667579787716564
0.39223759730670515,34,14.583156809210777,0.059214967030329385,0.06134473445701904
0.39045900684106905,35,14.710500407963991,0.05782478625245893,0.059109100101176815
0.3766168704725753,36,14.676463056355715,0.05057721103986437,0.05698884288055061
0.38158155524712994,37,14.772819839417934,0.06078167345800273,0.06111135250579236
0.36619825660227145,38,14.572144817560911,0.045915686418240335,0.05622864718520866
0.36098442590211877,39,14.584257442504168,0.05132307448298329,0.054832458504451835
0.36296693538706665,40,14.676615305244923,0.05726375555392368,0.05607221978323694
0.35472324340077527,41,14.458748064935207,0.0551882251983052,0.05313961255158205
0.339538028200295,42,15.07061868160963,0.05716677806609588,0.05246020848484941
0.33318736858129266,43,14.423674989491701,0.05026623180163109,0.048798316340474206
0.3230511215167104,44,14.978641752153635,0.048494145423325266,0.04734922565223945
0.30895473346114916,45,14.754135437309742,0.04163973118792588,0.04590991709399291
0.3022974509387601,46,14.805616721510887,0.05220573280860687,0.04518302784826977
0.2954150936755693,47,15.034826517105103,0.044087294655237155,0.04372690393574816
0.29437217160216006,48,14.546757858246565,0.04055312854519944,0.044118098457399356
0.2837059380857865,49,15.104151703417301,0.04350583607233399,0.04287365547597012
0.26638930579544073,50,14.633040986955166,0.03926420324993975,0.0389359303267761
0.2723161671634434,51,14.768326725810766,0.041183849939289786,0.04148990418275253
0.2638857298309953,52,14.886181466281414,0.04042851674745007,0.039846717875873156
0.2671238919783323,53,14.965762007981539,0.04374304807845533,0.03988282976100484
0.26332891535036834,54,14.535757973790169,0.03950288590437195,0.039178858467491515
0.2508466796645718,55,15.585352644324303,0.0309745089405536,0.037604367513755
0.2515964684764746,56,14.702204994857311,0.036952868797787364,0.03836314489423265
0.25319217379263287,57,14.55168292298913,0.03843999497625972,0.03769048362368371
0.24540389918921762,58,14.916353527456522,0.038611361277937135,0.03677306421231356
