sample_index,relative_l2
0,0.005650782026350498
1,0.005486335139721632
2,0.002337080193683505
3,0.009888414293527603
4,0.0036817153450101614
5,0.0029028472490608692
6,0.007560655474662781
7,0.002471122657880187
8,0.008367996662855148
9,0.005421700421720743
10,0.00957181490957737
11,0.009568046778440475
12,0.0033895105589181185
13,0.004398358054459095
14,0.00927585456520319
15,0.005853301379829645
16,0.00518696429207921
17,0.002901646541431546
18,0.004719241987913847
19,0.014822778292000294
20,0.0026734748389571905
21,0.0023070138413459063
22,0.004555840045213699
23,0.004236445762217045
24,0.004016365390270948
25,0.00547086913138628
26,0.0019659276586025953
27,0.0030012635979801416
28,0.0024853236973285675
29,0.004048317205160856
30,0.00253455457277596
31,0.006507866084575653
32,0.011070898734033108
33,0.005271123722195625
34,0.006571494042873383
35,0.005461287219077349
36,0.005426438059657812
37,0.0031725673470646143
38,0.0032427741680294275
39,0.003150783944875002
40,0.001997304381802678
41,0.004098860546946526
42,0.002785164164379239
43,0.005988472606986761
44,0.00904197245836258
45,0.003917378839105368
46,0.012543926946818829
47,0.005029134452342987
48,0.008657751604914665
49,0.008377177640795708
50,0.003521801671013236
51,0.0024571449030190706
52,0.003585438011214137
53,0.007694324012845755
54,0.004317471757531166
55,0.003290508408099413
56,0.020857421681284904
57,0.00434400700032711
58,0.0025449737440794706
59,0.0035983806010335684
60,0.0074723525904119015
61,0.0037968747783452272
62,0.013025764375925064
63,0.005027432925999165
64,0.004650265444070101
65,0.0059774876572191715
66,0.002674147253856063
67,0.0025793893728405237
68,0.0030947562772780657
69,0.0025228012818843126
70,0.013192176818847656
71,0.012537586502730846
72,0.0027215383015573025
73,0.004210163839161396
74,0.0026230323128402233
75,0.002124133985489607
76,0.012967213056981564
77,0.00825695414096117
78,0.004080317448824644
79,0.0030374396592378616
80,0.0025614823680371046
81,0.0025105809327214956
82,0.013186538591980934
83,0.002703955164179206
84,0.0026224765460938215
85,0.002956831594929099
86,0.00254525663331151
87,0.004098149482160807
88,0.003261987119913101
89,0.004375163931399584
90,0.006617841310799122
91,0.011525550857186317
92,0.004274861887097359
93,0.005227271001785994
94,0.0031651814933866262
95,0.008650943636894226
96,0.008734745904803276
97,0.0034984154626727104
98,0.0022287534084171057
99,0.006747155450284481
100,0.005873729474842548
101,0.009592834860086441
102,0.003359300084412098
103,0.007229524198919535
104,0.001871457090601325
105,0.0034125701058655977
106,0.0050003137439489365
107,0.02324896864593029
108,0.006217014044523239
109,0.003358356887474656
110,0.004486067220568657
111,0.01489060278981924
112,0.00524951983243227
113,0.004147230181843042
114,0.0030791093595325947
115,0.005454337224364281
116,0.006712894421070814
117,0.0031978017650544643
118,0.0036645610816776752
119,0.003934956155717373
120,0.006556055508553982
121,0.00581746781244874
122,0.003262680722400546
123,0.0022461526095867157
124,0.002503466559574008
125,0.003601181088015437
126,0.0036077015101909637
127,0.01604851707816124
128,0.0041207801550626755
129,0.0058192359283566475
130,0.004272354766726494
131,0.0021519316360354424
132,0.0027109310030937195
133,0.005594783928245306
134,0.003632949199527502
135,0.005053406581282616
136,0.006573022343218327
137,0.016758419573307037
138,0.006006583571434021
139,0.004645402077585459
140,0.004165593069046736
141,0.002584797563031316
142,0.007468484807759523
143,0.007518593221902847
144,0.0043483879417181015
145,0.0017963669961318374
146,0.005928949452936649
147,0.004063545260578394
148,0.008401188999414444
149,0.005229011178016663
150,0.008622837252914906
151,0.003702254267409444
152,0.002499994821846485
153,0.004744948819279671
154,0.005417805165052414
155,0.004530284553766251
156,0.0038866966497153044
157,0.010404511354863644
158,0.006328515708446503
159,0.011938340961933136
160,0.012705969624221325
161,0.005057045258581638
162,0.003776845056563616
163,0.0036600641906261444
164,0.005428410600870848
165,0.007115914952009916
166,0.0028993503656238317
167,0.005632038693875074
168,0.010438592173159122
169,0.02109750732779503
170,0.0023905078414827585
171,0.002437716582790017
172,0.003370726713910699
173,0.002588482340797782
174,0.002761119743809104
175,0.003426971612498164
176,0.006342501379549503
177,0.003915468696504831
178,0.0032641589641571045
179,0.002407538238912821
180,0.00258060684427619
181,0.005895728245377541
182,0.010725515894591808
183,0.014369035139679909
184,0.0042057945393025875
185,0.00457809679210186
186,0.004138951189815998
187,0.008333948440849781
188,0.0029702854808419943
189,0.0036312525626271963
190,0.009251137264072895
191,0.011980713345110416
192,0.0030744776595383883
193,0.002215818502008915
194,0.01093378197401762
195,0.0032638900447636843
196,0.0062616984359920025
197,0.00980434287339449
198,0.006407879292964935
199,0.004011054523289204
