epoch,epoch_seconds,test_relative_l2,train_relative_l2
1,22.49622000567615,0.5027245278656483,0.505289089590311
2,21.979978213086724,0.42206410467624667,0.4903252622485161
3,22.26095950230956,0.32937260396778584,0.37598063673079013
4,21.90002316236496,0.3140598478168249,0.3412564256936312
5,21.75339123979211,0.3140965836495161,0.32364266908168793
6,21.83262342773378,0.2875354501605034,0.308404398560524
7,21.88644939288497,0.3259704478085041,0.29887142422795293
8,22.032913461327553,0.27207197293639185,0.29069869495928286
9,21.833227928727865,0.27294156536459924,0.28311854204535486
10,21.91947605088353,0.3000384809076786,0.276669829338789
11,21.75154154933989,0.2714999770373106,0.27511301112174985
12,21.892874397337437,0.21513237819075584,0.23748216401040553
13,21.76909003779292,0.13664683740586042,0.1639045696631074
14,22.26585870049894,0.11416727762669325,0.12377775623649359
15,21.849203791469336,0.08418699061498046,0.0995979681238532
16,22.225240990519524,0.0879560829140246,0.0850128065943718
17,21.84530641697347,0.07151037255302072,0.07760320661589504
18,21.82954515516758,0.06652688382193446,0.07225228382274508
