sample_index,relative_l2
0,0.008538871072232723
1,0.004294057376682758
2,0.0026276130229234695
3,0.006936907302588224
4,0.0032159264665097
5,0.0023919783998280764
6,0.003955547697842121
7,0.002467338927090168
8,0.007246319204568863
9,0.004599140491336584
10,0.011879151687026024
11,0.011443845927715302
12,0.003831254318356514
13,0.005729327909648418
14,0.0040433635003864765
15,0.008196809329092503
16,0.0067431507632136345
17,0.0034241487737745047
18,0.006395177450031042
19,0.01718510128557682
20,0.005521839484572411
21,0.0023468544241040945
22,0.004384487867355347
23,0.004666756838560104
24,0.007719107437878847
25,0.005094791296869516
26,0.002516449661925435
27,0.004784287419170141
28,0.0024576240684837103
29,0.002685052342712879
30,0.0026458546053618193
31,0.00536522688344121
32,0.017796598374843597
33,0.0054289293475449085
34,0.005380155518651009
35,0.007225507404655218
36,0.005212282296270132
37,0.0030213056597858667
38,0.0037404769100248814
39,0.003948874771595001
40,0.002146301558241248
41,0.004115665331482887
42,0.0024987380020320415
43,0.011893684975802898
44,0.006828451529145241
45,0.006934128236025572
46,0.008940674364566803
47,0.003967875614762306
48,0.005755136255174875
49,0.011795160360634327
50,0.0033366193529218435
51,0.0022380780428647995
52,0.0037697292864322662
53,0.009872807189822197
54,0.005188044160604477
55,0.003333690110594034
56,0.025636686012148857
57,0.003022771095857024
58,0.0028010038658976555
59,0.0031543720979243517
60,0.003128777025267482
61,0.005682935006916523
62,0.016389494761824608
63,0.004987944848835468
64,0.006532421335577965
65,0.0037522432394325733
66,0.0029743313789367676
67,0.0026332868728786707
68,0.0038535974454134703
69,0.0024361168034374714
70,0.017987053841352463
71,0.012971283867955208
72,0.0034816667903214693
73,0.0035081005189567804
74,0.002380476566031575
75,0.0019325092434883118
76,0.022248219698667526
77,0.00649566063657403
78,0.005155810620635748
79,0.003150205360725522
80,0.0028902809135615826
81,0.002791166538372636
82,0.008065840229392052
83,0.002422160468995571
84,0.00827359315007925
85,0.00280031468719244
86,0.004620353225618601
87,0.01024495530873537
88,0.003513956442475319
89,0.002985496772453189
90,0.00518054747954011
91,0.004930867813527584
92,0.0047065988183021545
93,0.008704966865479946
94,0.0027469980996102095
95,0.011781708337366581
96,0.009745700284838676
97,0.0026987483724951744
98,0.0038667675107717514
99,0.003763736691325903
100,0.004952673334628344
101,0.009301543235778809
102,0.004965694155544043
103,0.012963000684976578
104,0.0018319817027077079
105,0.005099978297948837
106,0.004136171657592058
107,0.019236084073781967
108,0.006820590700954199
109,0.0032125250436365604
110,0.005441288463771343
111,0.011914350092411041
112,0.006218836642801762
113,0.003375267842784524
114,0.004917542450129986
115,0.003900981042534113
116,0.006643733941018581
117,0.002901629079133272
118,0.007098007947206497
119,0.004572575446218252
120,0.012163698673248291
121,0.014404003508388996
122,0.003024105913937092
123,0.003868755418807268
124,0.0028222224209457636
125,0.006035932805389166
126,0.0031681389082223177
127,0.0230005644261837
128,0.002789849881082773
129,0.00509380828589201
130,0.005140615161508322
131,0.002017156220972538
132,0.0028064034413546324
133,0.0057962918654084206
134,0.0035975605715066195
135,0.004324764013290405
136,0.006286632735282183
137,0.015398025512695312
138,0.008271791972219944
139,0.004738807678222656
140,0.004100613296031952
141,0.0019377439748495817
142,0.0050899372436106205
143,0.012271830812096596
144,0.00402156263589859
145,0.0028416356071829796
146,0.007661117240786552
147,0.006438526790589094
148,0.00608415761962533
149,0.0062950728461146355
150,0.010058533400297165
151,0.004919819533824921
152,0.002702233614400029
153,0.006321475375443697
154,0.005432073958218098
155,0.0029255906119942665
156,0.004218444228172302
157,0.010534494183957577
158,0.007423581555485725
159,0.010537673719227314
160,0.012268059886991978
161,0.007675820495933294
162,0.0046896194107830524
163,0.0027447419706732035
164,0.009620309807360172
165,0.006501419935375452
166,0.0030392110347747803
167,0.009532100521028042
168,0.01534730102866888
169,0.01786225289106369
170,0.002415180904790759
171,0.0021332832984626293
172,0.004341755528002977
173,0.003517528995871544
174,0.0036712472792714834
175,0.006068246904760599
176,0.008576944470405579
177,0.004169608000665903
178,0.003419790882617235
179,0.002259452361613512
180,0.003071039216592908
181,0.006529996171593666
182,0.00831254106014967
183,0.011338634416460991
184,0.0028760929126292467
185,0.0035031838342547417
186,0.005978799425065517
187,0.009115712717175484
188,0.003389017889276147
189,0.004524737596511841
190,0.009859719313681126
191,0.020036030560731888
192,0.004268428776413202
193,0.002239480149000883
194,0.013663509860634804
195,0.0026378161273896694
196,0.010353091172873974
197,0.005551430396735668
198,0.006995833478868008
199,0.0038193536456674337
